"#Data from Sprouse, Jon, Carson T. Schütze, & Diogo Almeida. 2013. A comparison of informal and formal acceptability judgments using a random sample from Linguistic Inquiry 2001-2010. Lingua 134: 219-248.",,,,,
#This data is provided in the spirit of open science so that other researchers can verify the analyses.,,,,,
#Please contact Jon Sprouse if you would like to discuss the possibility of using this data set for novel research.,,,,,
"#If you are using R to read this file, try adding skip=5 to the read function.",,,,,
,,,,,
participant,survey,order,item,condition,judgment
275,3.6,32,38.4.Boskovic.4.*.06,38.4.Boskovic.4.*,0
275,3.6,32,good.38.4.Boskovic.4.*.06,good.38.4.Boskovic.4.*,1
275,3.6,33,38.2.hornstein.3c.*.06,38.2.hornstein.3c.*,0
275,3.6,33,good.38.2.hornstein.3c.*.06,good.38.2.hornstein.3c.*,1
275,3.6,34,38.3.hirose.1b.*.06,38.3.hirose.1b.*,0
275,3.6,34,good.38.3.hirose.1b.*.06,good.38.3.hirose.1b.*,1
275,3.6,35,38.4.kallulli.9b.*.06,38.4.kallulli.9b.*,1
275,3.6,35,good.38.4.kallulli.9b.*.06,good.38.4.kallulli.9b.*,0
275,3.6,36,33.1.den Dikken.71a.*.06,33.1.den Dikken.71a.*,0
275,3.6,36,good.33.1.den Dikken.71a.*.06,good.33.1.den Dikken.71a.*,1
275,3.6,37,33.4.neeleman.35a.*.06,33.4.neeleman.35a.*,0
275,3.6,37,good.33.4.neeleman.35a.*.06,good.33.4.neeleman.35a.*,1
275,3.6,38,32.1.martin.26b.??.06,32.1.martin.26b.??,0
275,3.6,38,good.32.1.martin.26b.??.06,good.32.1.martin.26b.??,1
275,3.6,39,35.3.embick.13b.*.06,35.3.embick.13b.*,0
275,3.6,39,good.35.3.embick.13b.*.06,good.35.3.embick.13b.*,1
275,3.6,40,34.3.landau.39b.*.06,34.3.landau.39b.*,0
275,3.6,40,good.34.3.landau.39b.*.06,good.34.3.landau.39b.*,1
275,3.6,41,32.2.stroik.13b.*.06,32.2.stroik.13b.*,0
275,3.6,41,good.32.2.stroik.13b.*.06,good.32.2.stroik.13b.*,1
275,3.6,42,37.3.becker.26b.*.06,37.3.becker.26b.*,0
275,3.6,42,good.37.3.becker.26b.*.06,good.37.3.becker.26b.*,1
275,3.6,43,34.1.fox.14.*.06,34.1.fox.14.*,1
275,3.6,43,good.34.1.fox.14.*.06,good.34.1.fox.14.*,0
275,3.6,44,32.1.martin.20a.*.06,32.1.martin.20a.*,0
275,3.6,44,good.32.1.martin.20a.*.06,good.32.1.martin.20a.*,1
275,3.6,45,32.1.martin.79.*.06,32.1.martin.79.*,1
275,3.6,45,good.32.1.martin.79.*.06,good.32.1.martin.79.*,0
275,3.6,46,35.1.bhatt.76b.*.06,35.1.bhatt.76b.*,0
275,3.6,46,good.35.1.bhatt.76b.*.06,good.35.1.bhatt.76b.*,1
275,3.6,47,38.3.landau.31b.*.06,38.3.landau.31b.*,0
275,3.6,47,good.38.3.landau.31b.*.06,good.38.3.landau.31b.*,1
275,3.6,48,41.3.Costantini.2b.??.06,41.3.Costantini.2b.??,1
275,3.6,48,good.41.3.Costantini.2b.??.06,good.41.3.Costantini.2b.??,0
275,3.6,49,32.1.martin.66b.*.06,32.1.martin.66b.*,0
275,3.6,49,good.32.1.martin.66b.*.06,good.32.1.martin.66b.*,1
275,3.6,50,40.1.caponigro.25b.*.01,40.1.caponigro.25b.*,0
275,3.6,50,good.40.1.caponigro.25b.*.06,good.40.1.caponigro.25b.*,1
276,3.6,1,32.2.nunes.48b.*.06,32.2.nunes.48b.*,0
276,3.6,1,good.32.2.nunes.48b.*.06,good.32.2.nunes.48b.*,1
276,3.6,2,34.4.boskovic.7a.??.06,34.4.boskovic.7a.??,0
276,3.6,2,good.34.4.boskovic.7a.??.06,good.34.4.boskovic.7a.??,1
276,3.6,3,32.3.fanselow.58d.*.06,32.3.fanselow.58d.*,0
276,3.6,3,good.32.3.fanselow.58d.*.06,good.32.3.fanselow.58d.*,1
276,3.6,4,33.2.bowers.31b.*.06,33.2.bowers.31b.*,0
276,3.6,4,good.33.2.bowers.31b.*.06,good.33.2.bowers.31b.*,1
276,3.6,5,33.1.fox.69a.*.06,33.1.fox.69a.*,0
276,3.6,5,good.33.1.fox.69a.*.06,good.33.1.fox.69a.*,1
276,3.6,6,34.4.lasnik.10a.*.06,34.4.lasnik.10a.*,0
276,3.6,6,good.34.4.lasnik.10a.*.06,good.34.4.lasnik.10a.*,1
276,3.6,7,32.3.Culicover.41b.*.06,32.3.Culicover.41b.*,0
276,3.6,7,good.32.3.Culicover.41b.*.06,good.32.3.Culicover.41b.*,1
276,3.6,8,41.3.Landau.25c.*.06,41.3.Landau.25c.*,0
276,3.6,8,good.41.3.Landau.25c.*.06,good.41.3.Landau.25c.*,1
276,3.6,9,32.3.Culicover.22b7.*.06,32.3.Culicover.22b7.*,0
276,3.6,9,good.32.3.Culicover.22b7.*.06,good.32.3.Culicover.22b7.*,1
276,3.6,10,35.3.sobin.3c.*.06,35.3.sobin.3c.*,0
276,3.6,10,good.35.3.sobin.3c.*.06,good.35.3.sobin.3c.*,1
276,3.6,11,35.2.hazout.6b.*.06,35.2.hazout.6b.*,0
276,3.6,11,good.35.2.hazout.6b.*.06,good.35.2.hazout.6b.*,1
276,3.6,12,37.2.de Vries.39a.*.06,37.2.de Vries.39a.*,0
276,3.6,12,good.37.2.de Vries.39a.*.06,good.37.2.de Vries.39a.*,1
276,3.6,13,34.1.phillips.59b.*.06,34.1.phillips.59b.*,0
276,3.6,13,good.34.1.phillips.59b.*.06,good.34.1.phillips.59b.*,1
276,3.6,14,32.3.Culicover.25d.*.06,32.3.Culicover.25d.*,0
276,3.6,14,good.32.3.Culicover.25d.*.06,good.32.3.Culicover.25d.*,1
276,3.6,15,41.1.Muller.25b.??(*).06,41.1.Muller.25b.??(*),0
276,3.6,15,good.41.1.Muller.25b.??(*).06,good.41.1.Muller.25b.??(*),1
276,3.6,16,32.2.boeckx.11.*.06,32.2.boeckx.11.*,0
276,3.6,16,good.32.2.boeckx.11.*.06,good.32.2.boeckx.11.*,1
276,3.6,17,34.1.phillips.93b.?*.06,34.1.phillips.93b.?*,1
276,3.6,17,good.34.1.phillips.93b.?*.06,good.34.1.phillips.93b.?*,0
276,3.6,18,34.3.takano.10b.*.06,34.3.takano.10b.*,0
276,3.6,18,good.34.3.takano.10b.*.06,good.34.3.takano.10b.*,1
276,3.6,19,33.4.neeleman.24d.*.06,33.4.neeleman.24d.*,0
276,3.6,19,good.33.4.neeleman.24d.*.06,good.33.4.neeleman.24d.*,1
276,3.6,20,32.1.martin.39a.*.06,32.1.martin.39a.*,0
276,3.6,20,good.32.1.martin.39a.*.06,good.32.1.martin.39a.*,1
276,3.6,21,40.1.heck.5b.*.06,40.1.heck.5b.*,1
276,3.6,21,good.40.1.heck.5b.*.06,good.40.1.heck.5b.*,0
276,3.6,22,41.4.Bruening.9b.*.06,41.4.Bruening.9b.*,0
276,3.6,22,good.41.4.Bruening.9b.*.06,good.41.4.Bruening.9b.*,1
276,3.6,23,34.1.fox.28.*.06,34.1.fox.28.*,0
276,3.6,23,good.34.1.fox.28.*.06,good.34.1.fox.28.*,1
276,3.6,24,35.1.beck.12b.*.06,35.1.beck.12b.*,0
276,3.6,24,good.35.1.beck.12b.*.06,good.35.1.beck.12b.*,1
276,3.6,25,33.1.fox.49c.*.06,33.1.fox.49c.*,1
276,3.6,25,good.33.1.fox.49c.*.06,good.33.1.fox.49c.*,0
276,3.6,26,41.2.Bruening.31a.*.06,41.2.Bruening.31a.*,0
276,3.6,26,good.41.2.Bruening.31a.*.06,good.41.2.Bruening.31a.*,1
276,3.6,27,35.3.hazout.75a.*.06,35.3.hazout.75a.*,0
276,3.6,27,good.35.3.hazout.75a.*.06,good.35.3.hazout.75a.*,1
276,3.6,28,34.3.landau.32c.*.06,34.3.landau.32c.*,0
276,3.6,28,good.34.3.landau.32c.*.06,good.34.3.landau.32c.*,1
276,3.6,29,34.3.heycock.30c.?*.06,34.3.heycock.30c.?*,0
276,3.6,29,good.34.3.heycock.30c.?*.06,good.34.3.heycock.30c.?*,1
276,3.6,30,41.2.Bruening.3b.*.06,41.2.Bruening.3b.*,0
276,3.6,30,good.41.2.Bruening.3b.*.06,good.41.2.Bruening.3b.*,1
276,3.6,31,34.3.heycock.66.*.06,34.3.heycock.66.*,0
276,3.6,31,good.34.3.heycock.66.*.06,good.34.3.heycock.66.*,1
276,3.6,32,38.4.Boskovic.4.*.06,38.4.Boskovic.4.*,0
276,3.6,32,good.38.4.Boskovic.4.*.06,good.38.4.Boskovic.4.*,1
276,3.6,33,38.2.hornstein.3c.*.06,38.2.hornstein.3c.*,0
276,3.6,33,good.38.2.hornstein.3c.*.06,good.38.2.hornstein.3c.*,1
276,3.6,34,38.3.hirose.1b.*.06,38.3.hirose.1b.*,0
276,3.6,34,good.38.3.hirose.1b.*.06,good.38.3.hirose.1b.*,1
276,3.6,35,38.4.kallulli.9b.*.06,38.4.kallulli.9b.*,0
276,3.6,35,good.38.4.kallulli.9b.*.06,good.38.4.kallulli.9b.*,1
276,3.6,36,33.1.den Dikken.71a.*.06,33.1.den Dikken.71a.*,0
276,3.6,36,good.33.1.den Dikken.71a.*.06,good.33.1.den Dikken.71a.*,1
276,3.6,37,33.4.neeleman.35a.*.06,33.4.neeleman.35a.*,0
276,3.6,37,good.33.4.neeleman.35a.*.06,good.33.4.neeleman.35a.*,1
276,3.6,38,32.1.martin.26b.??.06,32.1.martin.26b.??,0
276,3.6,38,good.32.1.martin.26b.??.06,good.32.1.martin.26b.??,1
276,3.6,39,35.3.embick.13b.*.06,35.3.embick.13b.*,0
276,3.6,39,good.35.3.embick.13b.*.06,good.35.3.embick.13b.*,1
276,3.6,40,34.3.landau.39b.*.06,34.3.landau.39b.*,0
276,3.6,40,good.34.3.landau.39b.*.06,good.34.3.landau.39b.*,1
276,3.6,41,32.2.stroik.13b.*.06,32.2.stroik.13b.*,0
276,3.6,41,good.32.2.stroik.13b.*.06,good.32.2.stroik.13b.*,1
276,3.6,42,37.3.becker.26b.*.06,37.3.becker.26b.*,0
276,3.6,42,good.37.3.becker.26b.*.06,good.37.3.becker.26b.*,1
276,3.6,43,34.1.fox.14.*.06,34.1.fox.14.*,1
276,3.6,43,good.34.1.fox.14.*.06,good.34.1.fox.14.*,0
276,3.6,44,32.1.martin.20a.*.06,32.1.martin.20a.*,0
276,3.6,44,good.32.1.martin.20a.*.06,good.32.1.martin.20a.*,1
276,3.6,45,32.1.martin.79.*.06,32.1.martin.79.*,0
276,3.6,45,good.32.1.martin.79.*.06,good.32.1.martin.79.*,1
276,3.6,46,35.1.bhatt.76b.*.06,35.1.bhatt.76b.*,0
276,3.6,46,good.35.1.bhatt.76b.*.06,good.35.1.bhatt.76b.*,1
276,3.6,47,38.3.landau.31b.*.06,38.3.landau.31b.*,0
276,3.6,47,good.38.3.landau.31b.*.06,good.38.3.landau.31b.*,1
276,3.6,48,41.3.Costantini.2b.??.06,41.3.Costantini.2b.??,1
276,3.6,48,good.41.3.Costantini.2b.??.06,good.41.3.Costantini.2b.??,0
276,3.6,49,32.1.martin.66b.*.06,32.1.martin.66b.*,0
276,3.6,49,good.32.1.martin.66b.*.06,good.32.1.martin.66b.*,1
276,3.6,50,40.1.caponigro.25b.*.01,40.1.caponigro.25b.*,0
276,3.6,50,good.40.1.caponigro.25b.*.06,good.40.1.caponigro.25b.*,1
277,3.6,1,32.2.nunes.48b.*.06,32.2.nunes.48b.*,0
277,3.6,1,good.32.2.nunes.48b.*.06,good.32.2.nunes.48b.*,1
277,3.6,2,34.4.boskovic.7a.??.06,34.4.boskovic.7a.??,1
277,3.6,2,good.34.4.boskovic.7a.??.06,good.34.4.boskovic.7a.??,0
277,3.6,3,32.3.fanselow.58d.*.06,32.3.fanselow.58d.*,0
277,3.6,3,good.32.3.fanselow.58d.*.06,good.32.3.fanselow.58d.*,1
277,3.6,4,33.2.bowers.31b.*.06,33.2.bowers.31b.*,0
277,3.6,4,good.33.2.bowers.31b.*.06,good.33.2.bowers.31b.*,1
277,3.6,5,33.1.fox.69a.*.06,33.1.fox.69a.*,0
277,3.6,5,good.33.1.fox.69a.*.06,good.33.1.fox.69a.*,1
277,3.6,6,34.4.lasnik.10a.*.06,34.4.lasnik.10a.*,0
277,3.6,6,good.34.4.lasnik.10a.*.06,good.34.4.lasnik.10a.*,1
277,3.6,7,32.3.Culicover.41b.*.06,32.3.Culicover.41b.*,0
277,3.6,7,good.32.3.Culicover.41b.*.06,good.32.3.Culicover.41b.*,1
277,3.6,8,41.3.Landau.25c.*.06,41.3.Landau.25c.*,0
277,3.6,8,good.41.3.Landau.25c.*.06,good.41.3.Landau.25c.*,1
277,3.6,9,32.3.Culicover.22b7.*.06,32.3.Culicover.22b7.*,0
277,3.6,9,good.32.3.Culicover.22b7.*.06,good.32.3.Culicover.22b7.*,1
277,3.6,10,35.3.sobin.3c.*.06,35.3.sobin.3c.*,0
277,3.6,10,good.35.3.sobin.3c.*.06,good.35.3.sobin.3c.*,1
277,3.6,11,35.2.hazout.6b.*.06,35.2.hazout.6b.*,0
277,3.6,11,good.35.2.hazout.6b.*.06,good.35.2.hazout.6b.*,1
277,3.6,12,37.2.de Vries.39a.*.06,37.2.de Vries.39a.*,1
277,3.6,12,good.37.2.de Vries.39a.*.06,good.37.2.de Vries.39a.*,0
277,3.6,13,34.1.phillips.59b.*.06,34.1.phillips.59b.*,0
277,3.6,13,good.34.1.phillips.59b.*.06,good.34.1.phillips.59b.*,1
277,3.6,14,32.3.Culicover.25d.*.06,32.3.Culicover.25d.*,0
277,3.6,14,good.32.3.Culicover.25d.*.06,good.32.3.Culicover.25d.*,1
277,3.6,15,41.1.Muller.25b.??(*).06,41.1.Muller.25b.??(*),0
277,3.6,15,good.41.1.Muller.25b.??(*).06,good.41.1.Muller.25b.??(*),1
277,3.6,16,32.2.boeckx.11.*.06,32.2.boeckx.11.*,0
277,3.6,16,good.32.2.boeckx.11.*.06,good.32.2.boeckx.11.*,1
277,3.6,17,34.1.phillips.93b.?*.06,34.1.phillips.93b.?*,0
277,3.6,17,good.34.1.phillips.93b.?*.06,good.34.1.phillips.93b.?*,1
277,3.6,18,34.3.takano.10b.*.06,34.3.takano.10b.*,0
277,3.6,18,good.34.3.takano.10b.*.06,good.34.3.takano.10b.*,1
277,3.6,19,33.4.neeleman.24d.*.06,33.4.neeleman.24d.*,0
277,3.6,19,good.33.4.neeleman.24d.*.06,good.33.4.neeleman.24d.*,1
277,3.6,20,32.1.martin.39a.*.06,32.1.martin.39a.*,0
277,3.6,20,good.32.1.martin.39a.*.06,good.32.1.martin.39a.*,1
277,3.6,21,40.1.heck.5b.*.06,40.1.heck.5b.*,0
277,3.6,21,good.40.1.heck.5b.*.06,good.40.1.heck.5b.*,1
277,3.6,22,41.4.Bruening.9b.*.06,41.4.Bruening.9b.*,1
277,3.6,22,good.41.4.Bruening.9b.*.06,good.41.4.Bruening.9b.*,0
277,3.6,23,34.1.fox.28.*.06,34.1.fox.28.*,0
277,3.6,23,good.34.1.fox.28.*.06,good.34.1.fox.28.*,1
277,3.6,24,35.1.beck.12b.*.06,35.1.beck.12b.*,0
277,3.6,24,good.35.1.beck.12b.*.06,good.35.1.beck.12b.*,1
277,3.6,25,33.1.fox.49c.*.06,33.1.fox.49c.*,0
277,3.6,25,good.33.1.fox.49c.*.06,good.33.1.fox.49c.*,1
277,3.6,26,41.2.Bruening.31a.*.06,41.2.Bruening.31a.*,0
277,3.6,26,good.41.2.Bruening.31a.*.06,good.41.2.Bruening.31a.*,1
277,3.6,27,35.3.hazout.75a.*.06,35.3.hazout.75a.*,0
277,3.6,27,good.35.3.hazout.75a.*.06,good.35.3.hazout.75a.*,1
277,3.6,28,34.3.landau.32c.*.06,34.3.landau.32c.*,0
277,3.6,28,good.34.3.landau.32c.*.06,good.34.3.landau.32c.*,1
277,3.6,29,34.3.heycock.30c.?*.06,34.3.heycock.30c.?*,0
277,3.6,29,good.34.3.heycock.30c.?*.06,good.34.3.heycock.30c.?*,1
277,3.6,30,41.2.Bruening.3b.*.06,41.2.Bruening.3b.*,0
277,3.6,30,good.41.2.Bruening.3b.*.06,good.41.2.Bruening.3b.*,1
277,3.6,31,34.3.heycock.66.*.06,34.3.heycock.66.*,0
277,3.6,31,good.34.3.heycock.66.*.06,good.34.3.heycock.66.*,1
277,3.6,32,38.4.Boskovic.4.*.06,38.4.Boskovic.4.*,0
277,3.6,32,good.38.4.Boskovic.4.*.06,good.38.4.Boskovic.4.*,1
277,3.6,33,38.2.hornstein.3c.*.06,38.2.hornstein.3c.*,0
277,3.6,33,good.38.2.hornstein.3c.*.06,good.38.2.hornstein.3c.*,1
277,3.6,34,38.3.hirose.1b.*.06,38.3.hirose.1b.*,0
277,3.6,34,good.38.3.hirose.1b.*.06,good.38.3.hirose.1b.*,1
277,3.6,35,38.4.kallulli.9b.*.06,38.4.kallulli.9b.*,1
277,3.6,35,good.38.4.kallulli.9b.*.06,good.38.4.kallulli.9b.*,0
277,3.6,36,33.1.den Dikken.71a.*.06,33.1.den Dikken.71a.*,1
277,3.6,36,good.33.1.den Dikken.71a.*.06,good.33.1.den Dikken.71a.*,0
277,3.6,37,33.4.neeleman.35a.*.06,33.4.neeleman.35a.*,0
277,3.6,37,good.33.4.neeleman.35a.*.06,good.33.4.neeleman.35a.*,1
277,3.6,38,32.1.martin.26b.??.06,32.1.martin.26b.??,0
277,3.6,38,good.32.1.martin.26b.??.06,good.32.1.martin.26b.??,1
277,3.6,39,35.3.embick.13b.*.06,35.3.embick.13b.*,0
277,3.6,39,good.35.3.embick.13b.*.06,good.35.3.embick.13b.*,1
277,3.6,40,34.3.landau.39b.*.06,34.3.landau.39b.*,0
277,3.6,40,good.34.3.landau.39b.*.06,good.34.3.landau.39b.*,1
277,3.6,41,32.2.stroik.13b.*.06,32.2.stroik.13b.*,0
277,3.6,41,good.32.2.stroik.13b.*.06,good.32.2.stroik.13b.*,1
277,3.6,42,37.3.becker.26b.*.06,37.3.becker.26b.*,0
277,3.6,42,good.37.3.becker.26b.*.06,good.37.3.becker.26b.*,1
277,3.6,43,34.1.fox.14.*.06,34.1.fox.14.*,0
277,3.6,43,good.34.1.fox.14.*.06,good.34.1.fox.14.*,1
277,3.6,44,32.1.martin.20a.*.06,32.1.martin.20a.*,0
277,3.6,44,good.32.1.martin.20a.*.06,good.32.1.martin.20a.*,1
277,3.6,45,32.1.martin.79.*.06,32.1.martin.79.*,1
277,3.6,45,good.32.1.martin.79.*.06,good.32.1.martin.79.*,0
277,3.6,46,35.1.bhatt.76b.*.06,35.1.bhatt.76b.*,0
277,3.6,46,good.35.1.bhatt.76b.*.06,good.35.1.bhatt.76b.*,1
277,3.6,47,38.3.landau.31b.*.06,38.3.landau.31b.*,0
277,3.6,47,good.38.3.landau.31b.*.06,good.38.3.landau.31b.*,1
277,3.6,48,41.3.Costantini.2b.??.06,41.3.Costantini.2b.??,1
277,3.6,48,good.41.3.Costantini.2b.??.06,good.41.3.Costantini.2b.??,0
277,3.6,49,32.1.martin.66b.*.06,32.1.martin.66b.*,0
277,3.6,49,good.32.1.martin.66b.*.06,good.32.1.martin.66b.*,1
277,3.6,50,40.1.caponigro.25b.*.01,40.1.caponigro.25b.*,0
277,3.6,50,good.40.1.caponigro.25b.*.06,good.40.1.caponigro.25b.*,1
278,3.6,1,32.2.nunes.48b.*.06,32.2.nunes.48b.*,0
278,3.6,1,good.32.2.nunes.48b.*.06,good.32.2.nunes.48b.*,1
278,3.6,2,34.4.boskovic.7a.??.06,34.4.boskovic.7a.??,0
278,3.6,2,good.34.4.boskovic.7a.??.06,good.34.4.boskovic.7a.??,1
278,3.6,3,32.3.fanselow.58d.*.06,32.3.fanselow.58d.*,0
278,3.6,3,good.32.3.fanselow.58d.*.06,good.32.3.fanselow.58d.*,1
278,3.6,4,33.2.bowers.31b.*.06,33.2.bowers.31b.*,0
278,3.6,4,good.33.2.bowers.31b.*.06,good.33.2.bowers.31b.*,1
278,3.6,5,33.1.fox.69a.*.06,33.1.fox.69a.*,0
278,3.6,5,good.33.1.fox.69a.*.06,good.33.1.fox.69a.*,1
278,3.6,6,34.4.lasnik.10a.*.06,34.4.lasnik.10a.*,1
278,3.6,6,good.34.4.lasnik.10a.*.06,good.34.4.lasnik.10a.*,0
278,3.6,7,32.3.Culicover.41b.*.06,32.3.Culicover.41b.*,0
278,3.6,7,good.32.3.Culicover.41b.*.06,good.32.3.Culicover.41b.*,1
278,3.6,8,41.3.Landau.25c.*.06,41.3.Landau.25c.*,0
278,3.6,8,good.41.3.Landau.25c.*.06,good.41.3.Landau.25c.*,1
278,3.6,9,32.3.Culicover.22b7.*.06,32.3.Culicover.22b7.*,0
278,3.6,9,good.32.3.Culicover.22b7.*.06,good.32.3.Culicover.22b7.*,1
278,3.6,10,35.3.sobin.3c.*.06,35.3.sobin.3c.*,0
278,3.6,10,good.35.3.sobin.3c.*.06,good.35.3.sobin.3c.*,1
278,3.6,11,35.2.hazout.6b.*.06,35.2.hazout.6b.*,0
278,3.6,11,good.35.2.hazout.6b.*.06,good.35.2.hazout.6b.*,1
278,3.6,12,37.2.de Vries.39a.*.06,37.2.de Vries.39a.*,0
278,3.6,12,good.37.2.de Vries.39a.*.06,good.37.2.de Vries.39a.*,1
278,3.6,13,34.1.phillips.59b.*.06,34.1.phillips.59b.*,0
278,3.6,13,good.34.1.phillips.59b.*.06,good.34.1.phillips.59b.*,1
278,3.6,14,32.3.Culicover.25d.*.06,32.3.Culicover.25d.*,0
278,3.6,14,good.32.3.Culicover.25d.*.06,good.32.3.Culicover.25d.*,1
278,3.6,15,41.1.Muller.25b.??(*).06,41.1.Muller.25b.??(*),0
278,3.6,15,good.41.1.Muller.25b.??(*).06,good.41.1.Muller.25b.??(*),1
278,3.6,16,32.2.boeckx.11.*.06,32.2.boeckx.11.*,0
278,3.6,16,good.32.2.boeckx.11.*.06,good.32.2.boeckx.11.*,1
278,3.6,17,34.1.phillips.93b.?*.06,34.1.phillips.93b.?*,1
278,3.6,17,good.34.1.phillips.93b.?*.06,good.34.1.phillips.93b.?*,0
278,3.6,18,34.3.takano.10b.*.06,34.3.takano.10b.*,0
278,3.6,18,good.34.3.takano.10b.*.06,good.34.3.takano.10b.*,1
278,3.6,19,33.4.neeleman.24d.*.06,33.4.neeleman.24d.*,0
278,3.6,19,good.33.4.neeleman.24d.*.06,good.33.4.neeleman.24d.*,1
278,3.6,20,32.1.martin.39a.*.06,32.1.martin.39a.*,0
278,3.6,20,good.32.1.martin.39a.*.06,good.32.1.martin.39a.*,1
278,3.6,21,40.1.heck.5b.*.06,40.1.heck.5b.*,0
278,3.6,21,good.40.1.heck.5b.*.06,good.40.1.heck.5b.*,1
278,3.6,22,41.4.Bruening.9b.*.06,41.4.Bruening.9b.*,0
278,3.6,22,good.41.4.Bruening.9b.*.06,good.41.4.Bruening.9b.*,1
278,3.6,23,34.1.fox.28.*.06,34.1.fox.28.*,0
278,3.6,23,good.34.1.fox.28.*.06,good.34.1.fox.28.*,1
278,3.6,24,35.1.beck.12b.*.06,35.1.beck.12b.*,0
278,3.6,24,good.35.1.beck.12b.*.06,good.35.1.beck.12b.*,1
278,3.6,25,33.1.fox.49c.*.06,33.1.fox.49c.*,1
278,3.6,25,good.33.1.fox.49c.*.06,good.33.1.fox.49c.*,0
278,3.6,26,41.2.Bruening.31a.*.06,41.2.Bruening.31a.*,0
278,3.6,26,good.41.2.Bruening.31a.*.06,good.41.2.Bruening.31a.*,1
278,3.6,27,35.3.hazout.75a.*.06,35.3.hazout.75a.*,0
278,3.6,27,good.35.3.hazout.75a.*.06,good.35.3.hazout.75a.*,1
278,3.6,28,34.3.landau.32c.*.06,34.3.landau.32c.*,0
278,3.6,28,good.34.3.landau.32c.*.06,good.34.3.landau.32c.*,1
278,3.6,29,34.3.heycock.30c.?*.06,34.3.heycock.30c.?*,0
278,3.6,29,good.34.3.heycock.30c.?*.06,good.34.3.heycock.30c.?*,1
278,3.6,30,41.2.Bruening.3b.*.06,41.2.Bruening.3b.*,0
278,3.6,30,good.41.2.Bruening.3b.*.06,good.41.2.Bruening.3b.*,1
278,3.6,31,34.3.heycock.66.*.06,34.3.heycock.66.*,0
278,3.6,31,good.34.3.heycock.66.*.06,good.34.3.heycock.66.*,1
278,3.6,32,38.4.Boskovic.4.*.06,38.4.Boskovic.4.*,0
278,3.6,32,good.38.4.Boskovic.4.*.06,good.38.4.Boskovic.4.*,1
278,3.6,33,38.2.hornstein.3c.*.06,38.2.hornstein.3c.*,0
278,3.6,33,good.38.2.hornstein.3c.*.06,good.38.2.hornstein.3c.*,1
278,3.6,34,38.3.hirose.1b.*.06,38.3.hirose.1b.*,0
278,3.6,34,good.38.3.hirose.1b.*.06,good.38.3.hirose.1b.*,1
278,3.6,35,38.4.kallulli.9b.*.06,38.4.kallulli.9b.*,0
278,3.6,35,good.38.4.kallulli.9b.*.06,good.38.4.kallulli.9b.*,1
278,3.6,36,33.1.den Dikken.71a.*.06,33.1.den Dikken.71a.*,0
278,3.6,36,good.33.1.den Dikken.71a.*.06,good.33.1.den Dikken.71a.*,1
278,3.6,37,33.4.neeleman.35a.*.06,33.4.neeleman.35a.*,0
278,3.6,37,good.33.4.neeleman.35a.*.06,good.33.4.neeleman.35a.*,1
278,3.6,38,32.1.martin.26b.??.06,32.1.martin.26b.??,0
278,3.6,38,good.32.1.martin.26b.??.06,good.32.1.martin.26b.??,1
278,3.6,39,35.3.embick.13b.*.06,35.3.embick.13b.*,0
278,3.6,39,good.35.3.embick.13b.*.06,good.35.3.embick.13b.*,1
278,3.6,40,34.3.landau.39b.*.06,34.3.landau.39b.*,0
278,3.6,40,good.34.3.landau.39b.*.06,good.34.3.landau.39b.*,1
278,3.6,41,32.2.stroik.13b.*.06,32.2.stroik.13b.*,0
278,3.6,41,good.32.2.stroik.13b.*.06,good.32.2.stroik.13b.*,1
278,3.6,42,37.3.becker.26b.*.06,37.3.becker.26b.*,0
278,3.6,42,good.37.3.becker.26b.*.06,good.37.3.becker.26b.*,1
278,3.6,43,34.1.fox.14.*.06,34.1.fox.14.*,0
278,3.6,43,good.34.1.fox.14.*.06,good.34.1.fox.14.*,1
278,3.6,44,32.1.martin.20a.*.06,32.1.martin.20a.*,0
278,3.6,44,good.32.1.martin.20a.*.06,good.32.1.martin.20a.*,1
278,3.6,45,32.1.martin.79.*.06,32.1.martin.79.*,0
278,3.6,45,good.32.1.martin.79.*.06,good.32.1.martin.79.*,1
278,3.6,46,35.1.bhatt.76b.*.06,35.1.bhatt.76b.*,0
278,3.6,46,good.35.1.bhatt.76b.*.06,good.35.1.bhatt.76b.*,1
278,3.6,47,38.3.landau.31b.*.06,38.3.landau.31b.*,0
278,3.6,47,good.38.3.landau.31b.*.06,good.38.3.landau.31b.*,1
278,3.6,48,41.3.Costantini.2b.??.06,41.3.Costantini.2b.??,0
278,3.6,48,good.41.3.Costantini.2b.??.06,good.41.3.Costantini.2b.??,1
278,3.6,49,32.1.martin.66b.*.06,32.1.martin.66b.*,0
278,3.6,49,good.32.1.martin.66b.*.06,good.32.1.martin.66b.*,1
278,3.6,50,40.1.caponigro.25b.*.01,40.1.caponigro.25b.*,0
278,3.6,50,good.40.1.caponigro.25b.*.06,good.40.1.caponigro.25b.*,1
279,3.6,1,32.2.nunes.48b.*.06,32.2.nunes.48b.*,0
279,3.6,1,good.32.2.nunes.48b.*.06,good.32.2.nunes.48b.*,1
279,3.6,2,34.4.boskovic.7a.??.06,34.4.boskovic.7a.??,0
279,3.6,2,good.34.4.boskovic.7a.??.06,good.34.4.boskovic.7a.??,1
279,3.6,3,32.3.fanselow.58d.*.06,32.3.fanselow.58d.*,0
